composite_session_id,user_id,session_id,min_timestamp,max_timestamp,total_events,num_products,cart_value,avg_time_between_events_sec,page_views,product_views,clicks,add_to_cart_count,logins,logouts,purchase_count,session_duration_sec,start_hour,start_day_of_week,bounce_indicator,checkout_started,abandoned
111_2,111,2,2024-02-28 00:44:25.233193,2024-07-04 19:40:54.218575,9,4,227.6078501388394,1380123.62317275,0,2,3,0,0,2,2,11040988.985382,0,2,0,0,0
111_3,111,3,2024-02-10 21:23:26.009015,2024-07-22 12:16:17.596464,10,3,0.0,1561152.3986054445,4,2,1,1,0,2,0,14050371.587449,21,5,0,1,1
111_4,111,4,2024-01-17 20:38:15.030984,2024-07-14 15:09:36.234047,5,2,807.6095304756458,3861470.30076575,0,0,0,0,2,1,2,15445881.203063,20,2,0,1,0
111_5,111,5,2024-01-30 16:21:50.244751,2024-07-14 11:05:31.857277,7,3,57.01567643230047,2387236.935421,0,0,3,2,1,0,1,14323421.612526,16,1,0,1,0
111_6,111,6,2024-01-23 09:27:28.596885,2024-07-14 12:46:31.243131,5,2,840.1447068941168,3739785.6615615003,2,0,0,0,1,0,2,14959142.646246,9,1,0,1,0
111_7,111,7,2024-01-07 17:04:39.521903,2024-06-03 20:34:27.691920,8,4,0.0,1828541.1671452858,1,3,3,1,0,0,0,12799788.170017,17,6,0,1,1
111_8,111,8,2024-01-15 19:37:31.684893,2024-07-22 17:47:44.039008,9,3,1060.0227720612374,2040376.544264375,2,0,1,0,0,3,3,16323012.354115,19,0,0,0,0
111_9,111,9,2024-01-16 21:09:33.720634,2024-05-31 01:52:43.485931,10,4,221.50503656276513,1297887.7516996665,3,2,1,0,2,0,2,11680989.765297,21,1,0,1,0
112_1,112,1,2024-04-09 09:16:53.737422,2024-07-22 14:07:41.849779,5,3,0.0,2250762.02808925,0,1,1,2,1,0,0,9003048.112357,9,1,0,1,1
112_10,112,10,2024-01-12 21:29:40.434987,2024-06-30 13:28:22.313816,9,3,186.95230144670768,1832390.2348536248,1,2,3,0,1,1,1,14659121.878829,21,4,0,1,0
112_2,112,2,2024-02-08 13:14:29.912263,2024-07-17 22:36:02.625155,9,3,388.1612651359134,1732211.5891115,0,1,3,1,2,1,1,13857692.712892,13,3,0,1,0
112_3,112,3,2024-01-22 22:13:32.735940,2024-05-25 13:21:22.419293,7,0,0.0,1780278.2805588336,2,0,1,0,2,2,0,10681669.683353,22,0,0,1,1
112_4,112,4,2024-05-05 21:14:38.951039,2024-06-27 13:31:26.143937,6,1,386.2024513024288,910281.4385796,1,0,0,0,2,2,1,4551407.192898,21,6,0,1,0
112_5,112,5,2024-01-29 03:52:01.208427,2024-07-22 21:53:06.090717,7,1,81.5906155328068,2530810.813715,1,0,1,0,1,3,1,15184864.88229,3,0,0,1,0
112_6,112,6,2024-02-21 23:42:48.191492,2024-07-19 06:47:23.415437,8,3,96.86852048914903,1830382.1748492855,2,1,1,1,2,0,1,12812675.223945,23,2,0,1,0
112_7,112,7,2024-02-07 23:09:38.245242,2024-06-26 14:29:50.131957,8,4,245.88301337944037,1723544.5552449997,1,2,2,1,1,0,1,12064811.886715,23,2,0,1,0
112_8,112,8,2024-02-01 16:34:53.727657,2024-06-28 04:57:19.268837,6,3,77.64204432203736,2549069.1082359995,0,2,1,0,1,1,1,12745345.54118,16,3,0,1,0
112_9,112,9,2024-01-06 17:25:27.559253,2024-07-01 05:56:23.131944,10,4,429.78934141723016,1694606.1747434447,2,0,3,3,1,0,1,15251455.572691,17,5,0,1,0
113_1,113,1,2024-01-27 06:10:03.114693,2024-05-26 18:12:49.980870,8,5,558.6036549853555,1487338.1237395715,1,2,1,1,0,1,2,10411366.866177,6,5,0,1,0
113_10,113,10,2024-01-08 15:32:11.299076,2024-07-17 03:01:48.930520,6,2,0.0,3291475.5262888,2,2,1,0,1,0,0,16457377.631444,15,0,0,1,1
