UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome,composite_session_id
1000,5,2024-06-27 03:42:45.305704,click,,,,1000_5
1000,5,2024-07-21 05:48:07.728611,login,,,,1000_5
1000,6,2024-01-14 03:04:19.274060,page_view,,,,1000_6
1000,6,2024-03-10 22:01:14.094207,purchase,prod_5877,489.3551418418102,purchase,1000_6
1000,6,2024-03-21 14:01:50.573735,page_view,,,,1000_6
1000,6,2024-03-25 09:20:34.459218,click,,,,1000_6
1000,6,2024-05-08 09:40:35.106572,purchase,prod_8884,201.8584208478173,purchase,1000_6
1000,7,2024-01-03 15:54:55.591340,add_to_cart,prod_3091,,,1000_7
1000,7,2024-01-06 10:18:56.069670,product_view,prod_8279,,,1000_7
1000,7,2024-01-25 18:13:06.105203,page_view,,,,1000_7
1000,7,2024-02-06 21:52:18.881749,purchase,prod_3021,45.00724034397506,purchase,1000_7
1000,7,2024-02-07 09:31:28.545089,purchase,prod_4509,358.6332190741756,purchase,1000_7
1000,7,2024-02-25 15:40:54.764767,click,,,,1000_7
1000,7,2024-03-07 09:43:31.872717,product_view,prod_1806,,,1000_7
1000,7,2024-03-10 11:52:43.435988,add_to_cart,prod_4230,,,1000_7
1000,7,2024-04-15 22:38:16.861523,click,,,,1000_7
1000,7,2024-04-24 13:23:55.144723,purchase,prod_8329,86.33913882148589,purchase,1000_7
1000,8,2024-01-04 19:27:32.361552,logout,,,,1000_8
1000,8,2024-01-15 13:31:20.170278,logout,,,,1000_8
1000,8,2024-02-15 01:15:56.085758,purchase,prod_5845,21.842125415858312,purchase,1000_8
1000,8,2024-04-05 12:54:18.729717,add_to_cart,prod_9119,,,1000_8
1000,8,2024-04-12 22:19:20.704742,purchase,prod_6079,395.87188369190153,purchase,1000_8
1000,8,2024-05-09 15:19:31.663752,login,,,,1000_8
1000,8,2024-06-03 03:08:00.177989,logout,,,,1000_8
1000,8,2024-06-09 21:21:12.125972,add_to_cart,prod_4324,,,1000_8
1000,8,2024-07-02 21:03:40.467516,logout,,,,1000_8
1000,8,2024-07-15 08:49:32.723612,click,,,,1000_8
1000,9,2024-02-14 12:25:32.646417,logout,,,,1000_9
1000,9,2024-03-20 02:45:31.128556,purchase,prod_9381,68.97400751483994,purchase,1000_9
1000,9,2024-03-25 08:02:19.063589,add_to_cart,prod_8176,,,1000_9
1000,9,2024-04-25 12:55:11.843576,logout,,,,1000_9
1000,9,2024-05-19 08:23:54.724051,purchase,prod_2663,92.20123227727026,purchase,1000_9
1000,9,2024-06-07 17:07:31.752117,login,,,,1000_9
1000,9,2024-06-11 11:56:32.609591,logout,,,,1000_9
100,1,2024-03-09 03:24:00.268072,purchase,prod_5669,133.62052193552262,purchase,100_1
100,1,2024-03-16 00:37:09.930557,page_view,,,,100_1
100,1,2024-04-11 05:11:30.593577,product_view,prod_2255,,,100_1
100,1,2024-04-21 02:01:10.755300,logout,,,,100_1
100,1,2024-05-20 21:06:23.096304,logout,,,,100_1
100,1,2024-05-22 23:58:39.275505,add_to_cart,prod_7462,,,100_1
100,1,2024-06-17 04:14:25.950541,add_to_cart,prod_4419,,,100_1
100,1,2024-07-03 10:45:04.426109,logout,,,,100_1
100,10,2024-01-16 08:25:01.858068,logout,,,,100_10
100,10,2024-03-05 02:39:13.687625,click,,,,100_10
100,10,2024-03-29 13:54:42.084553,product_view,prod_7629,,,100_10
100,10,2024-04-10 05:53:08.330671,login,,,,100_10
100,10,2024-06-07 06:11:19.172144,logout,,,,100_10
100,10,2024-06-09 00:05:36.784251,login,,,,100_10
100,2,2024-02-16 04:36:19.132802,page_view,,,,100_2
100,2,2024-04-07 22:04:04.939839,logout,,,,100_2
100,2,2024-04-20 07:10:57.363822,product_view,prod_8189,,,100_2
100,2,2024-05-10 14:46:41.711764,product_view,prod_3775,,,100_2
100,2,2024-05-22 17:15:19.259694,product_view,prod_2487,,,100_2
100,2,2024-07-12 05:45:58.014421,logout,,,,100_2
100,2,2024-07-15 00:48:31.962359,product_view,prod_9488,,,100_2
100,2,2024-07-21 05:27:00.061514,logout,,,,100_2
100,3,2024-02-13 15:47:43.964624,product_view,prod_5143,,,100_3
100,3,2024-02-17 06:27:31.981774,login,,,,100_3
100,3,2024-03-07 12:29:35.151318,page_view,,,,100_3
100,3,2024-05-19 03:27:07.940372,purchase,prod_5271,113.23761714507998,purchase,100_3
100,3,2024-05-29 10:12:14.020415,purchase,prod_5744,246.22539896769305,purchase,100_3
100,3,2024-06-04 05:12:23.684978,page_view,,,,100_3
100,3,2024-06-16 03:48:48.028497,add_to_cart,prod_5161,,,100_3
100,3,2024-06-19 12:06:48.160973,logout,,,,100_3
100,3,2024-07-17 07:35:48.796090,product_view,prod_2546,,,100_3
100,4,2024-01-10 13:45:30.017686,product_view,prod_2811,,,100_4
100,4,2024-02-03 16:58:35.051998,product_view,prod_7548,,,100_4
100,4,2024-06-13 05:33:19.253812,product_view,prod_4286,,,100_4
100,4,2024-06-14 06:48:50.015701,page_view,,,,100_4
100,4,2024-06-20 17:39:59.002269,page_view,,,,100_4
100,4,2024-07-20 02:05:54.393124,purchase,prod_5546,375.7938755499503,purchase,100_4
100,5,2024-01-01 18:49:13.031574,product_view,prod_3952,,,100_5
100,5,2024-01-05 08:52:50.422683,page_view,,,,100_5
100,5,2024-01-22 20:13:48.202666,purchase,prod_6113,111.90465744887835,purchase,100_5
100,5,2024-01-23 02:42:52.182821,logout,,,,100_5
100,5,2024-03-06 19:51:03.628779,logout,,,,100_5
100,5,2024-03-14 17:52:20.735997,click,,,,100_5
100,5,2024-07-13 20:06:39.173570,login,,,,100_5
100,6,2024-01-08 01:07:40.203343,purchase,prod_3398,144.53577607434406,purchase,100_6
100,6,2024-01-11 00:41:44.022776,purchase,prod_1648,392.1919279949732,purchase,100_6
100,6,2024-03-03 08:41:32.140795,product_view,prod_2434,,,100_6
100,6,2024-05-03 23:46:23.510167,logout,,,,100_6
100,6,2024-06-18 10:37:45.128013,add_to_cart,prod_5508,,,100_6
100,7,2024-02-09 07:42:47.846494,product_view,prod_5107,,,100_7
100,7,2024-02-28 20:48:51.085478,page_view,,,,100_7
100,7,2024-03-11 15:13:34.387594,click,,,,100_7
100,7,2024-03-26 07:49:02.733968,product_view,prod_5520,,,100_7
100,7,2024-04-03 19:43:57.731189,add_to_cart,prod_5499,,,100_7
100,7,2024-04-17 05:52:21.772681,login,,,,100_7
100,7,2024-05-05 01:10:21.590574,login,,,,100_7
100,7,2024-05-10 04:37:10.687015,purchase,prod_7204,126.81564247046929,purchase,100_7
100,7,2024-05-19 01:20:38.627514,purchase,prod_9926,284.63241207748075,purchase,100_7
100,7,2024-06-08 13:52:51.802699,product_view,prod_5951,,,100_7
100,8,2024-01-04 04:24:32.012022,purchase,prod_3035,334.17809296639354,purchase,100_8
100,8,2024-04-07 11:33:11.855145,purchase,prod_7974,433.3538636176618,purchase,100_8
100,8,2024-04-14 14:02:19.773491,login,,,,100_8
100,8,2024-05-03 13:33:50.858696,purchase,prod_1733,114.53785740640792,purchase,100_8
100,8,2024-05-20 01:40:07.126905,click,,,,100_8
100,8,2024-06-02 15:33:13.195662,purchase,prod_4753,475.59922828555847,purchase,100_8
100,8,2024-06-21 19:43:51.910590,click,,,,100_8
100,8,2024-07-03 02:32:05.683592,add_to_cart,prod_5632,,,100_8
100,9,2024-01-19 12:19:25.364697,purchase,prod_6172,42.39096731293891,purchase,100_9
100,9,2024-02-07 04:02:15.983792,logout,,,,100_9
100,9,2024-04-10 02:47:28.991053,logout,,,,100_9
100,9,2024-05-18 20:03:14.004438,purchase,prod_8829,262.4961188101413,purchase,100_9
100,9,2024-05-24 17:58:03.668683,add_to_cart,prod_2836,,,100_9
100,9,2024-05-27 15:32:57.767217,page_view,,,,100_9
100,9,2024-06-17 00:30:10.031379,add_to_cart,prod_7143,,,100_9
100,9,2024-07-05 17:23:13.189342,add_to_cart,prod_4163,,,100_9
100,9,2024-07-24 10:13:04.983908,click,,,,100_9
101,1,2024-02-17 20:07:30.171000,page_view,,,,101_1
101,1,2024-02-22 22:02:31.257054,login,,,,101_1
101,1,2024-04-15 20:32:12.408779,page_view,,,,101_1
101,1,2024-04-20 03:02:24.441847,click,,,,101_1
101,1,2024-05-31 08:34:33.525296,purchase,prod_1615,244.5567584931324,purchase,101_1
101,10,2024-01-07 09:08:56.403288,page_view,,,,101_10
101,10,2024-02-23 01:50:11.209287,login,,,,101_10
101,10,2024-03-30 15:12:30.008977,login,,,,101_10
101,10,2024-05-09 10:41:02.922228,product_view,prod_9323,,,101_10
101,10,2024-05-31 08:49:03.672543,page_view,,,,101_10
101,10,2024-06-04 03:55:00.299436,purchase,prod_6655,305.4278191451741,purchase,101_10
101,10,2024-06-05 03:44:20.118056,product_view,prod_3494,,,101_10
101,10,2024-06-24 07:52:31.297141,product_view,prod_9416,,,101_10
101,10,2024-07-11 05:25:16.119536,add_to_cart,prod_2493,,,101_10
101,10,2024-07-24 07:37:22.603563,purchase,prod_4254,82.10061979424805,purchase,101_10
101,2,2024-04-05 10:07:15.354998,purchase,prod_4561,413.0257032147375,purchase,101_2
101,2,2024-04-21 04:58:18.613371,purchase,prod_7852,79.91206164977588,purchase,101_2
101,2,2024-06-25 08:01:49.363141,purchase,prod_9193,199.01798235420227,purchase,101_2
101,2,2024-07-15 15:44:24.616526,click,,,,101_2
101,2,2024-07-22 21:43:44.551846,add_to_cart,prod_6428,,,101_2
101,3,2024-01-30 01:20:42.378979,add_to_cart,prod_3373,,,101_3
101,3,2024-04-08 20:39:12.870988,logout,,,,101_3
101,3,2024-05-03 05:28:08.797814,product_view,prod_3502,,,101_3
101,3,2024-05-09 10:59:24.246377,logout,,,,101_3
101,3,2024-05-19 02:23:28.436933,add_to_cart,prod_4165,,,101_3
101,3,2024-05-19 18:07:53.338394,purchase,prod_6290,8.278621539905036,purchase,101_3
101,3,2024-07-03 21:10:40.413630,click,,,,101_3
101,3,2024-07-09 01:50:19.413422,click,,,,101_3
101,3,2024-07-15 12:54:55.714805,page_view,,,,101_3
101,4,2024-01-17 16:28:32.979368,logout,,,,101_4
101,4,2024-01-20 15:18:00.355166,logout,,,,101_4
101,4,2024-02-08 23:54:58.957824,purchase,prod_6069,169.4112775796559,purchase,101_4
101,4,2024-02-18 20:05:45.194034,purchase,prod_7627,276.7605956576366,purchase,101_4
101,4,2024-06-14 08:58:09.242684,product_view,prod_6541,,,101_4
101,4,2024-06-14 18:14:41.363444,purchase,prod_7026,213.70677199145587,purchase,101_4
101,4,2024-07-17 11:19:44.274143,add_to_cart,prod_6763,,,101_4
101,5,2024-01-02 23:53:55.015078,login,,,,101_5
101,5,2024-02-12 07:10:38.653168,login,,,,101_5
101,5,2024-02-29 01:40:59.332735,logout,,,,101_5
101,5,2024-03-19 03:44:42.056793,product_view,prod_1873,,,101_5
101,5,2024-04-29 01:25:41.392702,page_view,,,,101_5
101,5,2024-05-03 21:25:59.746959,login,,,,101_5
101,5,2024-05-26 12:23:03.232288,add_to_cart,prod_5001,,,101_5
101,5,2024-06-08 05:20:47.660172,click,,,,101_5
101,5,2024-07-20 11:54:52.559750,logout,,,,101_5
101,6,2024-03-04 21:43:19.044061,product_view,prod_6554,,,101_6
101,6,2024-03-26 14:31:29.392020,page_view,,,,101_6
101,6,2024-03-28 21:50:43.919549,page_view,,,,101_6
101,6,2024-04-08 12:12:28.219037,add_to_cart,prod_9604,,,101_6
101,6,2024-05-18 04:04:18.269163,logout,,,,101_6
101,6,2024-07-19 03:26:00.001199,add_to_cart,prod_7169,,,101_6
101,7,2024-01-19 19:45:08.640203,purchase,prod_7291,357.17264899542977,purchase,101_7
101,7,2024-03-09 20:45:01.032063,product_view,prod_9600,,,101_7
101,7,2024-03-14 08:04:53.452042,page_view,,,,101_7
101,7,2024-04-22 07:35:56.839259,purchase,prod_2467,368.543812272656,purchase,101_7
101,7,2024-04-27 02:55:35.934586,click,,,,101_7
101,7,2024-05-09 11:24:03.869384,purchase,prod_2324,83.55529259053857,purchase,101_7
101,7,2024-07-08 23:52:17.318513,logout,,,,101_7
101,7,2024-07-09 22:54:09.225438,purchase,prod_1976,25.63548641801741,purchase,101_7
101,8,2024-02-13 18:09:36.690615,click,,,,101_8
101,8,2024-02-24 19:25:58.961222,page_view,,,,101_8
101,8,2024-03-13 08:19:01.204526,click,,,,101_8
101,8,2024-04-28 06:19:39.550451,login,,,,101_8
101,8,2024-05-15 03:09:59.073883,click,,,,101_8
101,8,2024-06-20 06:14:53.021615,logout,,,,101_8
101,8,2024-06-22 07:06:15.734005,page_view,,,,101_8
101,8,2024-06-25 23:32:43.258140,add_to_cart,prod_4781,,,101_8
101,8,2024-07-21 16:31:22.957326,login,,,,101_8
101,9,2024-02-18 22:02:12.716336,purchase,prod_4282,230.19105393045288,purchase,101_9
101,9,2024-02-29 23:35:23.983713,add_to_cart,prod_5129,,,101_9
101,9,2024-03-23 10:40:21.906832,login,,,,101_9
101,9,2024-03-30 02:00:57.870278,logout,,,,101_9
101,9,2024-06-04 17:34:20.241900,product_view,prod_3822,,,101_9
101,9,2024-06-29 09:31:26.365088,login,,,,101_9
101,9,2024-07-09 06:49:20.002288,login,,,,101_9
101,9,2024-07-14 15:07:02.334807,click,,,,101_9
102,1,2024-01-28 19:45:25.110359,logout,,,,102_1
102,1,2024-03-01 04:05:16.246697,login,,,,102_1
102,1,2024-05-17 03:49:56.273036,product_view,prod_6484,,,102_1
102,1,2024-06-09 09:07:11.473823,product_view,prod_7351,,,102_1
102,1,2024-06-16 03:31:08.241208,logout,,,,102_1
102,1,2024-07-10 14:50:21.496368,page_view,,,,102_1
102,1,2024-07-18 20:09:22.736768,login,,,,102_1
102,10,2024-01-03 22:09:17.566389,add_to_cart,prod_9653,,,102_10
102,10,2024-03-08 00:42:18.566117,page_view,,,,102_10
102,10,2024-04-12 21:18:39.149104,login,,,,102_10
102,10,2024-05-21 19:06:02.946366,login,,,,102_10
102,10,2024-06-11 19:30:30.053910,click,,,,102_10
102,2,2024-03-17 16:38:38.181344,purchase,prod_3381,475.1611610458036,purchase,102_2
102,2,2024-04-17 05:33:24.056798,click,,,,102_2
102,2,2024-06-01 22:53:43.211080,product_view,prod_3405,,,102_2
102,2,2024-06-04 17:36:48.363479,login,,,,102_2
102,2,2024-07-01 01:02:31.069300,logout,,,,102_2
102,2,2024-07-16 21:19:32.860209,purchase,prod_2067,382.8331961869541,purchase,102_2
102,3,2024-02-09 14:44:11.262025,page_view,,,,102_3
102,3,2024-03-26 13:51:14.355028,click,,,,102_3
102,3,2024-04-02 13:08:33.630602,product_view,prod_4362,,,102_3
102,3,2024-05-02 22:34:15.886896,logout,,,,102_3
102,3,2024-05-29 07:15:48.112655,logout,,,,102_3
102,3,2024-06-16 04:14:40.345282,click,,,,102_3
102,3,2024-06-25 16:26:12.621902,page_view,,,,102_3
102,3,2024-07-05 06:14:03.476649,logout,,,,102_3
102,4,2024-01-19 05:17:39.554068,click,,,,102_4
102,4,2024-01-23 08:54:36.950907,page_view,,,,102_4
102,4,2024-01-29 10:41:39.637542,product_view,prod_4198,,,102_4
102,4,2024-02-28 19:27:49.672391,page_view,,,,102_4
102,4,2024-03-29 09:17:33.412564,click,,,,102_4
102,4,2024-04-19 21:27:07.896685,add_to_cart,prod_5732,,,102_4
102,4,2024-05-20 12:07:24.898991,purchase,prod_8497,344.19294985418907,purchase,102_4
102,4,2024-05-26 18:36:57.480184,login,,,,102_4
102,4,2024-06-22 19:55:04.765821,purchase,prod_9595,137.9000196547328,purchase,102_4
102,4,2024-07-10 21:01:02.750752,product_view,prod_2841,,,102_4
102,5,2024-01-18 13:43:59.963863,click,,,,102_5
102,5,2024-01-30 12:24:06.882915,purchase,prod_8348,37.11114336005666,purchase,102_5
102,5,2024-02-03 06:22:35.781507,purchase,prod_2447,175.88105661818625,purchase,102_5
102,5,2024-03-13 14:34:39.105191,add_to_cart,prod_1815,,,102_5
102,5,2024-05-22 16:26:35.224467,login,,,,102_5
102,5,2024-06-15 01:38:40.611199,page_view,,,,102_5
102,6,2024-01-02 17:13:04.442181,logout,,,,102_6
102,6,2024-01-15 15:54:54.456406,login,,,,102_6
102,6,2024-01-21 12:40:11.561946,logout,,,,102_6
102,6,2024-02-05 19:46:30.409790,add_to_cart,prod_6324,,,102_6
102,6,2024-05-12 11:22:00.264488,page_view,,,,102_6
102,6,2024-06-03 12:47:19.750293,add_to_cart,prod_2060,,,102_6
102,6,2024-06-07 12:12:17.237318,purchase,prod_5985,203.78631445053,purchase,102_6
102,6,2024-06-20 19:44:31.274689,page_view,,,,102_6
102,6,2024-07-14 15:42:22.816502,click,,,,102_6
102,7,2024-01-02 14:19:38.085599,login,,,,102_7
102,7,2024-01-08 12:25:50.726478,logout,,,,102_7
102,7,2024-03-20 05:10:40.060860,login,,,,102_7
102,7,2024-04-15 11:38:37.338244,logout,,,,102_7
102,7,2024-05-10 18:35:38.169120,purchase,prod_8844,466.1019716510084,purchase,102_7
102,7,2024-06-24 21:09:28.292123,page_view,,,,102_7
102,7,2024-07-02 22:29:22.490315,logout,,,,102_7
102,7,2024-07-10 00:09:34.749533,click,,,,102_7
102,8,2024-01-25 15:01:54.031040,login,,,,102_8
102,8,2024-02-06 13:13:31.169770,product_view,prod_2890,,,102_8
102,8,2024-02-17 00:51:39.405381,purchase,prod_2245,222.77183386610187,purchase,102_8
102,8,2024-02-19 08:17:16.615375,logout,,,,102_8
102,8,2024-03-25 23:13:57.287584,purchase,prod_1987,31.14216059258856,purchase,102_8
102,8,2024-04-10 22:44:31.862426,page_view,,,,102_8
102,8,2024-04-17 02:42:10.191340,logout,,,,102_8
102,8,2024-04-21 02:32:12.415738,click,,,,102_8
102,8,2024-05-26 00:42:27.445111,purchase,prod_9017,394.5777084872752,purchase,102_8
102,8,2024-06-15 06:06:52.567954,login,,,,102_8
102,9,2024-01-11 14:28:12.253984,purchase,prod_7564,112.79708900552448,purchase,102_9
102,9,2024-01-25 13:36:42.316086,click,,,,102_9
102,9,2024-03-19 02:06:05.646597,click,,,,102_9
102,9,2024-06-19 14:59:37.936211,product_view,prod_9273,,,102_9
102,9,2024-07-24 05:55:01.970494,login,,,,102_9
103,1,2024-01-03 05:54:48.877161,add_to_cart,prod_5830,,,103_1
103,1,2024-01-21 00:03:59.459855,page_view,,,,103_1
103,1,2024-01-21 08:44:15.692812,product_view,prod_3828,,,103_1
103,1,2024-01-28 19:43:47.309809,login,,,,103_1
103,1,2024-04-18 12:25:05.300217,add_to_cart,prod_4688,,,103_1
103,1,2024-06-19 19:11:54.256910,page_view,,,,103_1
103,1,2024-06-29 16:16:14.150703,product_view,prod_5406,,,103_1
103,1,2024-07-13 20:51:49.882980,add_to_cart,prod_1839,,,103_1
103,1,2024-07-23 12:39:58.138530,page_view,,,,103_1
103,10,2024-01-21 13:21:21.306509,product_view,prod_9864,,,103_10
103,10,2024-02-26 09:27:05.542261,page_view,,,,103_10
103,10,2024-04-19 21:46:06.291054,product_view,prod_3402,,,103_10
103,10,2024-05-08 08:38:10.607092,login,,,,103_10
103,10,2024-05-09 20:51:06.196762,add_to_cart,prod_4249,,,103_10
103,10,2024-06-04 20:57:04.166915,click,,,,103_10
103,10,2024-06-28 04:35:57.777038,page_view,,,,103_10
103,10,2024-07-18 18:36:59.613084,product_view,prod_7298,,,103_10
103,2,2024-02-26 02:24:11.277305,product_view,prod_5858,,,103_2
103,2,2024-03-15 16:53:55.024219,add_to_cart,prod_1644,,,103_2
103,2,2024-06-25 14:58:41.812701,add_to_cart,prod_6847,,,103_2
103,2,2024-07-01 18:58:41.449851,logout,,,,103_2
103,2,2024-07-11 14:03:33.115934,purchase,prod_8553,153.58246092545457,purchase,103_2
103,2,2024-07-23 05:26:54.988799,click,,,,103_2
103,3,2024-01-31 12:54:01.397404,add_to_cart,prod_5903,,,103_3
103,3,2024-02-05 09:38:21.240233,page_view,,,,103_3
103,3,2024-03-15 08:52:30.339435,page_view,,,,103_3
103,3,2024-06-06 10:11:01.680627,add_to_cart,prod_1611,,,103_3
103,3,2024-06-28 03:31:30.328336,purchase,prod_7285,496.6976795238496,purchase,103_3
103,4,2024-01-07 12:47:16.588084,click,,,,103_4
103,4,2024-02-19 17:57:05.181552,purchase,prod_3053,134.69432329358077,purchase,103_4
103,4,2024-04-07 09:21:27.846024,page_view,,,,103_4
103,4,2024-06-01 21:07:11.874667,page_view,,,,103_4
103,4,2024-06-11 06:24:55.685905,add_to_cart,prod_3322,,,103_4
103,4,2024-06-11 22:39:13.561050,logout,,,,103_4
103,4,2024-07-03 21:17:12.454240,add_to_cart,prod_6612,,,103_4
103,5,2024-01-04 19:28:10.989488,purchase,prod_3621,409.3599541595357,purchase,103_5
103,5,2024-01-31 05:29:04.593251,product_view,prod_4666,,,103_5
103,5,2024-02-02 19:00:11.842104,add_to_cart,prod_7626,,,103_5
103,5,2024-02-07 13:54:59.076264,product_view,prod_4396,,,103_5
103,5,2024-02-23 00:14:47.166190,login,,,,103_5
103,5,2024-03-05 10:01:31.429542,login,,,,103_5
103,5,2024-05-19 20:47:58.351660,page_view,,,,103_5
103,5,2024-05-20 03:07:07.334133,page_view,,,,103_5
103,5,2024-05-27 16:17:00.441773,purchase,prod_3800,69.36358723514569,purchase,103_5
103,5,2024-05-30 04:02:17.889123,add_to_cart,prod_1164,,,103_5
103,6,2024-01-21 15:15:31.953621,purchase,prod_2406,478.0616418123173,purchase,103_6
103,6,2024-03-02 04:24:36.061128,page_view,,,,103_6
103,6,2024-05-02 03:37:12.513731,purchase,prod_1802,406.5558413207745,purchase,103_6
103,6,2024-05-03 04:07:36.179781,logout,,,,103_6
103,6,2024-06-03 07:56:32.547710,click,,,,103_6
103,6,2024-07-23 22:57:34.277309,click,,,,103_6
103,7,2024-01-04 13:58:24.507262,add_to_cart,prod_8334,,,103_7
103,7,2024-01-19 17:48:34.051801,page_view,,,,103_7
103,7,2024-03-13 21:42:22.069410,login,,,,103_7
103,7,2024-04-17 18:44:22.580494,add_to_cart,prod_5599,,,103_7
103,7,2024-04-21 23:41:17.938816,purchase,prod_5662,491.76047218271685,purchase,103_7
103,7,2024-05-19 00:18:13.307921,add_to_cart,prod_6145,,,103_7
103,7,2024-05-22 10:57:21.885296,product_view,prod_8300,,,103_7
103,7,2024-07-06 15:54:43.699018,purchase,prod_7482,15.780715849821764,purchase,103_7
103,7,2024-07-12 02:23:15.886881,add_to_cart,prod_8441,,,103_7
103,8,2024-01-10 18:05:14.505943,login,,,,103_8
103,8,2024-02-17 23:08:21.107507,click,,,,103_8
103,8,2024-03-10 20:19:30.370972,login,,,,103_8
103,8,2024-05-03 06:46:11.291480,page_view,,,,103_8
103,8,2024-05-08 16:00:17.817350,logout,,,,103_8
103,8,2024-06-18 19:30:53.423114,login,,,,103_8
103,8,2024-06-25 05:35:36.958961,add_to_cart,prod_5782,,,103_8
103,9,2024-01-01 16:18:39.528831,page_view,,,,103_9
103,9,2024-01-02 11:48:47.626786,purchase,prod_8926,298.14921984826395,purchase,103_9
103,9,2024-01-10 15:46:44.251398,login,,,,103_9
103,9,2024-02-01 16:59:35.020247,product_view,prod_7490,,,103_9
103,9,2024-02-12 18:24:26.539624,page_view,,,,103_9
103,9,2024-02-24 08:01:14.153061,product_view,prod_3570,,,103_9
103,9,2024-03-22 21:22:56.448338,add_to_cart,prod_6567,,,103_9
103,9,2024-05-23 05:39:05.764950,add_to_cart,prod_4095,,,103_9
103,9,2024-05-25 13:28:59.253941,login,,,,103_9
103,9,2024-06-30 23:57:18.074091,product_view,prod_5033,,,103_9
104,1,2024-01-01 14:12:35.759863,click,,,,104_1
104,1,2024-01-04 10:15:34.197981,login,,,,104_1
104,1,2024-01-24 13:34:27.953574,purchase,prod_1952,107.67461170708872,purchase,104_1
104,1,2024-02-12 14:55:13.769749,add_to_cart,prod_7436,,,104_1
104,1,2024-04-18 02:15:55.851722,logout,,,,104_1
104,1,2024-07-01 13:01:50.865099,add_to_cart,prod_8894,,,104_1
104,10,2024-04-15 07:30:17.114541,login,,,,104_10
104,10,2024-04-16 06:12:55.552590,logout,,,,104_10
104,10,2024-04-24 11:46:09.968081,click,,,,104_10
104,10,2024-05-31 10:02:44.497639,click,,,,104_10
